{'sample_size': 500, 'difference': -40, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008196037656072392, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0035855820889883, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00847234280801481, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0080064645200784, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01103324457716503, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0033805447387136, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015653011325509426, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0033315203803543, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -64, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.023011399515899006, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0026032362505959, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.038586574187118396, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.002977252926702, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.0633951913172111, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0012316865351485, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15546969439566813, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0017449171242179, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008300134205907106, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0052511268863566, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01074092118602687, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0017890062758512, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014772174371066905, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.001349637232858, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.022481181250498892, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0020730179851942, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.04012465104863629, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0036608426429323, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07338866911622977, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0030672232737448, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14790739296938823, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0012722732850765, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008169303851900334, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.003157841222238, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01066930109828594, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0013990746870367, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015137385630644866, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.002171362566911, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021517331887504005, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0011091686221971, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03656768990330758, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.002079971022783, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06308020007176508, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0011738310002691, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14939043600879717, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0013649634750412, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00822728052020214, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0040854679150695, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010685630429787799, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0014879788252147, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014422205231435737, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0005622066686881, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.020962736486988216, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0005545732216825, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.04017785560555217, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0036844891126726, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 28, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.0625469236189556, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0010758822640375, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -44, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.14678662214302482, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0012022251084287, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -76, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008193052053025363, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0035378124402403, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010883751457386931, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0025666377532523, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.01507156442575714, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0020232648559129, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021484420380472963, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0010762571151668, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03623743321745483, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0019331902735171, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06185854458025782, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0009494452977479, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15214747918125446, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0015372786733194, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008386291865382213, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0066296494379579, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011097203145168159, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0037287636089547, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014633992421376849, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0010387278460569, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.022243267673646892, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0018351044083416, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03510505607566456, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0014299115438328, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06979290861698782, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0024067774677603, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 44, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.147785252489946, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0012646395051106, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00836670629259108, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0063162802732986, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010656654368195616, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0013302202676564, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.0144907692566294, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0007164757253741, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.022209037390050642, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0018008741247455, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 44, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03420857044956111, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0010314734877852, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06479360707363724, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0014885384087773, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.1492073457762946, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.001353520335507, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008128975206874993, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0025125829018213, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.01054266404596275, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0007096062910548, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015497362084852716, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0029813095888753, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -38, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.022895933439299413, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0024877701739938, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.0365193678112164, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0020584945374134, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07349611748260476, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0030869586879765, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.17577746512977568, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0030141527951029, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008135854892230522, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0026226578675224, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -56, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010809704521211062, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0021634933229664, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.0149154957374044, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0016721103071196, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -66, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.02974384830400224, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0093356850387012, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03527005524466855, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0015032445078356, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06419686632673662, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.001378932965469, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.138870539995707, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0007074699742218, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00808424211373243, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0017968534115513, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010660920682710122, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0013534479800146, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015216877398611193, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0023502190448355, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021735204454023684, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0013270411887167, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 20, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03520935213322946, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0014762653471962, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06616239349520071, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0017399481596783, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.18895901660554623, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0038379997623386, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008062964340625475, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.001456409041839, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010979331301142516, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0030870169025907, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014712612347902991, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0012156226807376, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 14, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.021782367020580846, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0013742037552744, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03446872906569658, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0011470995394, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07185700424389696, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0027858970727017, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -66, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.18534824835738864, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0036123267468284, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008166949327840341, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0031201688372808, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011061425910387437, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.003533976441812, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.015001539966326777, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0018657098221937, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 54, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.02142217811107573, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0010140148457682, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.037017538412275695, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0022799036934391, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07261471898038178, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0029250691671585, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15882945641425908, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0019549022503813, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.0081413256557747, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0027101900842357, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.011015235898540006, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0032824974884154, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.017529097144659018, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0075527134734505, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.0218365825472194, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0014284192819112, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.04097069549646508, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0040368623975204, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06401833751921784, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0013461419600054, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 32, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.1411017570252009, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0008469210385644, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008290778311023057, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.005101432568212, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010667258626126639, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.001387954560834, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014796654183248801, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.001404716810268, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.02165827322992352, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0012501099646185, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03579151695020551, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0017350052658498, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06107942532629474, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0008063417613067, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.1455342426940178, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0011239513928656, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008202754800187282, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0036930563948303, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010756047574745154, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0018713610588736, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014611778975272003, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0009887475923176, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.024513541457857814, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0041053781925509, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03439355871275205, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.00111369049365, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.07163586131074505, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.002745278982942, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.16663203702216903, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0024425635383751, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.00804401278222465, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.0011531841074215, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 38, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010713191147567443, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0016380316220086, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.014598045470382896, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0009578472063214, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.02278730383972059, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.0023791405744162, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.034267678450929664, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0010577437106163, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06751383955905711, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0019881729469156, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.16052905532830208, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0020611271825104, 'gamma': 16.000000000000085}
{'sample_size': 500, 'difference': -46, 'noise': 0, 'n': 14, 'alpha': 0.2, 'shap_error': 0.008085532532210988, 'shap_norm_sq': 8.960000000001104, 'weighted_error': 1.001817500107206, 'gamma': 0.06249999999999221}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 14, 'alpha': 0.3, 'shap_error': 0.010953679792273288, 'shap_norm_sq': 6.860000000000788, 'weighted_error': 1.0029473586876374, 'gamma': 0.18367346938773377}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.4, 'shap_error': 0.01489171597392116, 'shap_norm_sq': 5.040000000000556, 'weighted_error': 1.0016186058392786, 'gamma': 0.44444444444439446}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 14, 'alpha': 0.5, 'shap_error': 0.022958797445195675, 'shap_norm_sq': 3.50000000000033, 'weighted_error': 1.002550634179892, 'gamma': 0.9999999999999041}
{'sample_size': 500, 'difference': 18, 'noise': 0, 'n': 14, 'alpha': 0.6, 'shap_error': 0.03534548695157875, 'shap_norm_sq': 2.2400000000001774, 'weighted_error': 1.0015367697109048, 'gamma': 2.249999999999817}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 14, 'alpha': 0.7, 'shap_error': 0.06062618165698193, 'shap_norm_sq': 1.2600000000000606, 'weighted_error': 1.0007230929240845, 'gamma': 5.444444444444169}
{'sample_size': 500, 'difference': 38, 'noise': 0, 'n': 14, 'alpha': 0.8, 'shap_error': 0.15563072692375737, 'shap_norm_sq': 0.5599999999999955, 'weighted_error': 1.0017549816572233, 'gamma': 16.000000000000085}
