{'sample_size': 500, 'difference': -42, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006971653972696233, 'weighted_error': 1.000680238206268, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007048066947139206, 'weighted_error': 1.0004144900107763, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007139667757664396, 'weighted_error': 1.0005422869811647, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007046010628976783, 'weighted_error': 1.0002072779276165, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 39, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007346529681177547, 'weighted_error': 1.000628258182395, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006976439983064354, 'weighted_error': 1.0007998884654719, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006983027688012626, 'weighted_error': 1.0004287027063021, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007047210557672382, 'weighted_error': 1.000642288207669, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.0070612166999423675, 'weighted_error': 1.0004670890219896, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007180480189059341, 'weighted_error': 1.0006556548461514, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007215734117795579, 'weighted_error': 1.0005536523945935, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007176978380537207, 'weighted_error': 1.0003633342751441, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006957079972737417, 'weighted_error': 1.0003158882073009, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 26, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006959743283871418, 'weighted_error': 1.0001699871047354, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007038298760322233, 'weighted_error': 1.0005865894742318, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007028663566826229, 'weighted_error': 1.0003368764895246, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 31, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007277133471473968, 'weighted_error': 1.000924136186192, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007158105879961851, 'weighted_error': 1.0004360437459539, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 15, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0071409111104037545, 'weighted_error': 1.000306979165561, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069654345173755135, 'weighted_error': 1.0005247518232545, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007000594033544937, 'weighted_error': 1.0006238843233293, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 34, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007143251779414941, 'weighted_error': 1.0012425458435599, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -17, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007153098962110559, 'weighted_error': 1.0008346180706624, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007148698432765141, 'weighted_error': 1.0005673721897785, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007043084951734345, 'weighted_error': 1.0002013071577338, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007209945065174982, 'weighted_error': 1.0004148447198913, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 23, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069603617374376, 'weighted_error': 1.0003979323248025, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006992396267652231, 'weighted_error': 1.0005327980356338, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006985328088377453, 'weighted_error': 1.0002555227745764, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007024448413910269, 'weighted_error': 1.0003200158778605, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007035921066063394, 'weighted_error': 1.0002541017267177, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 36, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007232085682054623, 'weighted_error': 1.0005870229338976, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -36, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00757447840059577, 'weighted_error': 1.0009844280564866, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006991587016161466, 'weighted_error': 1.0011785642928976, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -3, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006978311419477241, 'weighted_error': 1.0003762997225767, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 40, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007027381384382413, 'weighted_error': 1.0005183558746074, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007038617875432287, 'weighted_error': 1.0003766937239493, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007078719655580931, 'weighted_error': 1.0003729866975999, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007048251241299259, 'weighted_error': 1.0002118506058255, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007306634436640351, 'weighted_error': 1.0005659218628056, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006958697433086684, 'weighted_error': 1.000356324716029, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006991993469556433, 'weighted_error': 1.0005283225012342, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007026394252872994, 'weighted_error': 1.000512186302675, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007098653381293059, 'weighted_error': 1.0006168357473921, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007113398957616074, 'weighted_error': 1.0004693180921418, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 23, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007302924962523295, 'weighted_error': 1.0007315928940375, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007427067870280015, 'weighted_error': 1.0007540991028676, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006978868793993526, 'weighted_error': 1.000860608738699, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006979112713581062, 'weighted_error': 1.0003852029903975, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 17, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007009758733495315, 'weighted_error': 1.0004082143065633, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -29, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.00704924338247247, 'weighted_error': 1.0004191957521098, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007191645232293328, 'weighted_error': 1.0006866688551341, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -34, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007545626317119018, 'weighted_error': 1.0012269017809683, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007085674259213338, 'weighted_error': 1.0002206715855757, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006949971637667686, 'weighted_error': 1.0001381798305542, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006961498995922687, 'weighted_error': 1.000189495016415, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.0070543817632770615, 'weighted_error': 1.0006871082426994, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -10, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007310640705164598, 'weighted_error': 1.0014647850428775, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -33, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007173378703306873, 'weighted_error': 1.0006359284968387, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007181354997795976, 'weighted_error': 1.0004834909252067, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007419163831065334, 'weighted_error': 1.000741749041595, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006962491691834507, 'weighted_error': 1.000451181184727, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0070152184527648015, 'weighted_error': 1.0007863778702162, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -17, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007012014218835662, 'weighted_error': 1.0004223110899415, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007060418907767351, 'weighted_error': 1.0004638978532894, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007310779598769989, 'weighted_error': 1.0010175976509024, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 22, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007284033490740781, 'weighted_error': 1.0006930388699924, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007620029531284334, 'weighted_error': 1.001055601698187, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069597103347726385, 'weighted_error': 1.0003816472581786, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006979659587650567, 'weighted_error': 1.0003912793689476, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 25, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006988121162104966, 'weighted_error': 1.0002729794853735, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007063109600798949, 'weighted_error': 1.0004746606254158, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 4, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007155787726671691, 'weighted_error': 1.0005870646728519, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -31, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007192316420628639, 'weighted_error': 1.000505861175886, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -41, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007586803257276318, 'weighted_error': 1.0010036856450497, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -28, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006961156303863801, 'weighted_error': 1.000417796485459, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -52, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006994166177105767, 'weighted_error': 1.0005524636962277, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007025609258128302, 'weighted_error': 1.0005072800855193, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007068478418063427, 'weighted_error': 1.000496135894473, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007612918124156769, 'weighted_error': 1.001856871332533, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -7, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007242167292198779, 'weighted_error': 1.0006075976484778, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007117543385675212, 'weighted_error': 1.0002704670956726, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006962202746071371, 'weighted_error': 1.0004439575406459, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -16, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006975060523082537, 'weighted_error': 1.000340178651525, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -19, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.00700770855605931, 'weighted_error': 1.0003954006975881, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007021034999039044, 'weighted_error': 1.0003063622183757, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 10, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007146584736495078, 'weighted_error': 1.00056150081125, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -17, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007246511983899677, 'weighted_error': 1.0006164643662345, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007137268041077116, 'weighted_error': 1.000301286869738, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.0069600981149736535, 'weighted_error': 1.0003913417632073, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.00703673546930441, 'weighted_error': 1.0010254558317697, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007011606541422151, 'weighted_error': 1.0004197631061071, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.0071403253634052775, 'weighted_error': 1.0007835236758413, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 6, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007070910738164103, 'weighted_error': 1.0003512952603308, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -20, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007401527320395, 'weighted_error': 1.0009328221958171, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -48, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007682475703341481, 'weighted_error': 1.0011531738420267, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006964614998599051, 'weighted_error': 1.0005042638538388, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006974137847010161, 'weighted_error': 1.0003299266951655, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': -25, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007072113346969551, 'weighted_error': 1.000797930640778, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007176665804765334, 'weighted_error': 1.0009288854412806, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 29, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007120784239280244, 'weighted_error': 1.000489832763431, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007162606917081613, 'weighted_error': 1.0004452295359936, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -8, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007210427240036444, 'weighted_error': 1.0004155981181122, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006975683942347288, 'weighted_error': 1.0007809874475455, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.007014845612269639, 'weighted_error': 1.0007822351980462, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 15, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007035806751813337, 'weighted_error': 1.000571014421051, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -32, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007175650529188372, 'weighted_error': 1.0009248243389737, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 0, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0071764545715281075, 'weighted_error': 1.0006444725752308, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -6, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007106076395331371, 'weighted_error': 1.000329861124258, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': 31, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007112761669231728, 'weighted_error': 1.00026299566373, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -2, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006959165849307101, 'weighted_error': 1.00036803512154, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 23, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006984516085579336, 'weighted_error': 1.0004452404570443, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 23, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007136299791263311, 'weighted_error': 1.001199095917613, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -22, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007395684069415911, 'weighted_error': 1.0018049584998838, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007104796469900521, 'weighted_error': 1.0004454222929322, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 30, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007177642986195328, 'weighted_error': 1.0004759153913276, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -9, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007062660404793853, 'weighted_error': 1.0001847124380454, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 17, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006969624456752094, 'weighted_error': 1.0006295003076644, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 9, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006976871931648129, 'weighted_error': 1.0003603054133636, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 24, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.006985932798381788, 'weighted_error': 1.0002593022121027, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007012307828932131, 'weighted_error': 1.0002714535379482, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -15, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.00709947262817566, 'weighted_error': 1.0004306338436968, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': 1, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0071245897578569445, 'weighted_error': 1.0003676434967597, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -26, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.0072894136977291165, 'weighted_error': 1.0005390144582569, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -11, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006984821096097698, 'weighted_error': 1.0010094162913088, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -4, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006993243927224983, 'weighted_error': 1.0005422164753293, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 7, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007031967420064857, 'weighted_error': 1.0005470185976217, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 3, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007031064886717057, 'weighted_error': 1.0003464817690875, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': 35, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.0073176114502645695, 'weighted_error': 1.0010365750161652, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007073861757388832, 'weighted_error': 1.0002641169651918, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -50, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007587724913127318, 'weighted_error': 1.0010051257323167, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 12, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006974231850048522, 'weighted_error': 1.0007446851400752, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': 5, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.006994217213444642, 'weighted_error': 1.0005530307666597, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 27, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007048244486391915, 'weighted_error': 1.0006487502621675, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': 2, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007105663196380732, 'weighted_error': 1.0006448750077415, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -12, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007034063259192137, 'weighted_error': 1.0002489411520754, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.0071377974002686155, 'weighted_error': 1.0003945978690283, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -1, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.007602508715524626, 'weighted_error': 1.001028225423562, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': 8, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006976254648028382, 'weighted_error': 1.0007952550895696, 'gamma': 0.06249999999999612}
{'sample_size': 500, 'difference': -13, 'noise': 0, 'n': 12, 'alpha': 0.3, 'shap_error': 0.0069937986193924035, 'weighted_error': 1.000548379721633, 'gamma': 0.1836734693877447}
{'sample_size': 500, 'difference': 19, 'noise': 0, 'n': 12, 'alpha': 0.4, 'shap_error': 0.007030369613544875, 'weighted_error': 1.0005370323068732, 'gamma': 0.4444444444444227}
{'sample_size': 500, 'difference': -27, 'noise': 0, 'n': 12, 'alpha': 0.5, 'shap_error': 0.007077937864940101, 'weighted_error': 1.000533973681981, 'gamma': 0.99999999999996}
{'sample_size': 500, 'difference': -24, 'noise': 0, 'n': 12, 'alpha': 0.6, 'shap_error': 0.007154943061720108, 'weighted_error': 1.0005847183813201, 'gamma': 2.2499999999999405}
{'sample_size': 500, 'difference': -5, 'noise': 0, 'n': 12, 'alpha': 0.7, 'shap_error': 0.007218390092952928, 'weighted_error': 1.0005590727520575, 'gamma': 5.444444444444437}
{'sample_size': 500, 'difference': -14, 'noise': 0, 'n': 12, 'alpha': 0.8, 'shap_error': 0.00710114060186275, 'weighted_error': 1.0002448377459658, 'gamma': 16.000000000000675}
{'sample_size': 500, 'difference': -18, 'noise': 0, 'n': 12, 'alpha': 0.2, 'shap_error': 0.006963499877035029, 'weighted_error': 1.000476385814738, 'gamma': 0.06249999999999612}
